id,question
133,Which cuisine does the Paleo Chocolate Pistachio Biscotti recipe belong to?
134,What is the protein content in the 5 Minute Paleo Sorbet recipe?
134,Can you tell me the carbohydrate content in the 5 Minute Paleo Sorbet?
134,How much fat is in the 5 Minute Paleo Sorbet?
134,Is the 5 Minute Paleo Sorbet suitable for a paleo diet?
134,What type of cuisine is the 5 Minute Paleo Sorbet associated with?
135,What is the protein content in the Salted Caramel Paleo Bark recipe?
135,Is the Salted Caramel Paleo Bark recipe suitable for a paleo diet?
135,How many grams of carbohydrates are there in the Salted Caramel Paleo Bark recipe?
135,Can someone following a dairy-free diet consume the Salted Caramel Paleo Bark?
135,What is the cuisine type of the Salted Caramel Paleo Bark recipe?
136,How many grams of protein are contained in the Beef Stir-fry with Snow Peas and Mushrooms recipe?
136,What is the total carbohydrate content in the Chinese cuisine Beef Stir-fry with Snow Peas and Mushrooms?
136,Can you tell me the amount of fat present in the paleo Beef Stir-fry with Snow Peas and Mushrooms dish?
136,Is the Beef Stir-fry with Snow Peas and Mushrooms recipe suitable for a paleo diet?
136,What is the cuisine type of the Beef Stir-fry that includes snow peas and mushrooms?
137,What is the protein content in the Paleo Fried Rice recipe?
137,Can you tell me how many grams of carbohydrates are in the Paleo Fried Rice?
137,What type of diet does the Paleo Fried Rice recipe fit into?
137,Is the Paleo Fried Rice considered a Chinese cuisine type?
137,How much fat does the Paleo Fried Rice contain?
138,What is the carbohydrate content in the Traditional German Rotkohl (Sweet/Sour Red Cabbage) recipe?
138,Can you tell me the amount of protein in the Traditional German Rotkohl recipe?
138,How much fat does the Traditional German Rotkohl recipe contain?
138,Is Traditional German Rotkohl (Sweet/Sour Red Cabbage) considered a paleo-friendly dish?
138,What is the cuisine type of the Traditional German Rotkohl recipe?
139,What is the total protein content in the Paleo Broccoli Salad recipe?
139,Can you tell me how many grams of carbohydrates are in the Paleo Broccoli Salad?
139,I would like to know the amount of fat in the Paleo Broccoli Salad recipe.
139,Is the Paleo Broccoli Salad suitable for a paleo diet?
139,What cuisine type does the Paleo Broccoli Salad recipe fall under?
140,What is the total protein content in the Perfect Paleo Pizza recipe?
140,Can you tell me the amount of carbohydrates present in the Perfect Paleo Pizza?
140,How much fat is included in the Perfect Paleo Pizza according to the recipe?
140,What is the main cuisine type of the Perfect Paleo Pizza?
140,Is the Perfect Paleo Pizza suitable for a paleo diet?
141,"What are the carb contents in the Baked Low Carb Zucchini Fries (Paleo, AIP, Keto, Dairy Free)?"
141,Is the Baked Low Carb Zucchini Fries recipe suitable for a dairy-free diet?
141,How much protein does the Baked Low Carb Zucchini Fries contain?
141,What type of cuisine does the Baked Low Carb Zucchini Fries recipe belong to?
141,"What is the total fat content in the Baked Low Carb Zucchini Fries (Paleo, AIP, Keto, Dairy Free)?"
142,What are some alternative ingredients I can use to make a paleo-friendly Strawberry Sundae?
142,"Can you provide the nutritional breakdown for a Paleo Strawberry Sundae, including protein, carbs, and fat content?"
142,How does the taste of a Paleo Strawberry Sundae compare to a traditional one in American cuisine?
142,What are the main sources of protein in this Paleo Strawberry Sundae recipe?
142,How can I modify this Paleo Strawberry Sundae to lower the carb content?
143,What are some tips for preparing Crab-Stuffed Avocados in a paleo diet?
143,How many grams of protein are in the Crab-Stuffed Avocados recipe?
143,Can you tell me the amount of carbohydrates in the Crab-Stuffed Avocados dish?
143,What type of cuisine does the Crab-Stuffed Avocados recipe represent?
143,What is the fat content in the Crab-Stuffed Avocados recipe?
144,Is the Flourless Chocolate Peppermint Cake suitable for a paleo diet?
144,What is the carbohydrate content of the Flourless Chocolate Peppermint Cake?
144,Can you tell me how much protein is in the Flourless Chocolate Peppermint Cake?
144,How much fat does the Flourless Chocolate Peppermint Cake contain?
144,Does the Flourless Chocolate Peppermint Cake fit into a low-carb diet?
145,What health benefits can someone expect by incorporating Blueberry and Macadamia Yogurt Bark into a paleo diet?
145,How does the nutrient profile of Blueberry and Macadamia Yogurt Bark cater to the paleo diet particularities?
145,Can you explain how the fat content in Blueberry and Macadamia Yogurt Bark compares to that in other paleo-friendly snacks?
145,Could you provide tips on how to balance the carbohydrate content of Blueberry and Macadamia Yogurt Bark within a paleo meal plan?
145,What are some French cuisine elements that contribute to the uniqueness of Blueberry and Macadamia Yogurt Bark?
146,What is the protein content in the Roasted Tomato Soup recipe?
146,Can you tell me how many carbs are in the Roasted Tomato Soup?
146,What type of cuisine is the Roasted Tomato Soup categorized under?
146,Is the Roasted Tomato Soup recipe suitable for a paleo diet?
146,How much fat does the Roasted Tomato Soup contain?
147,What are some paleo recipes that include ground beef and spaghetti squash?
147,Can you suggest an Italian paleo dish that is high in protein?
147,What might be the carbohydrate content in a paleo skillet recipe with ground beef and spaghetti squash?
147,Is there an Italian cuisine option that fits into a paleo diet and provides a good amount of fat?
147,How much protein can I expect from a paleo spaghetti squash skillet made with ground beef?
148,Can you tell me how much protein is in the Roasted Beet and Micro Kale Egg White Frittata?
148,What type of diet does the Roasted Beet and Micro Kale Egg White Frittata cater to?
148,What is the total carbohydrate content in the Roasted Beet and Micro Kale Egg White Frittata?
148,Under which cuisine category does the Roasted Beet and Micro Kale Egg White Frittata fall?
148,How much fat can I expect from having the Roasted Beet and Micro Kale Egg White Frittata?
149,How many grams of protein are there in the Paleo Swedish Meatballs recipe?
149,Can you tell me the amount of fat present in the Nordic dish Paleo Swedish Meatballs?
149,What is the carbohydrate content in the Paleo Swedish Meatballs?
149,Is the Paleo Swedish Meatballs recipe considered Paleo diet friendly?
149,What type of cuisine do the Paleo Swedish Meatballs belong to?
150,What are the main ingredients in Paleo Lemon Bars?
150,Are Paleo Lemon Bars suitable for someone on a paleo diet given their macronutrient profile?
150,Can you describe how to make Paleo Lemon Bars?
150,"What cuisine do Paleo Lemon Bars belong to, and are they typically found in American cuisine?"
150,How do the macros for Paleo Lemon Bars compare to other paleo desserts?
151,Can you tell me if the Tortilla Soup Recipe fits into a paleo diet?
151,What is the average protein content in this Mexican Tortilla Soup Recipe?
151,How many grams of carbohydrates are present in this Tortilla Soup?
151,What is the total fat content in the Tortilla Soup Recipe?
151,Is the Tortilla Soup a good option for someone following a paleo diet plan?
152,What are the main ingredients in the Paleo Peach Crisp?
152,How does the amount of carbs in the Paleo Peach Crisp compare to other paleo recipes?
152,Can you describe the balance of macronutrients in the Paleo Peach Crisp?
152,What is the origin of the cuisine type for the Paleo Peach Crisp?
152,Is the Paleo Peach Crisp suitable for someone following a high-protein diet?
153,What would be a suitable drink to pair with Hearty Paleo Chili?
153,Can I substitute any ingredients if I want to make a vegetarian version of Hearty Paleo Chili?
153,How many servings can I expect to make with the Hearty Paleo Chili recipe?
153,Does the Hearty Paleo Chili recipe contain any allergens?
153,Could you suggest a side dish that complements Hearty Paleo Chili well?
154,How many grams of protein are in the Chocolate Paleo Chili recipe?
154,What is the total carbohydrate content in the Chocolate Paleo Chili?
154,Can you tell me the fat content of the Chocolate Paleo Chili?
154,Is the Chocolate Paleo Chili recipe considered a paleo-friendly dish?
154,What American recipe has a high protein content over 180 grams?
155,What is the total protein content in the Homemade Paleo Protein Bars recipe?
155,Are the Homemade Paleo Protein Bars suitable for someone following a paleo diet?
155,Can you tell me the total amount of carbohydrates in the Homemade Paleo Protein Bars?
155,How much fat is included in the Homemade Paleo Protein Bars recipe?
155,What type of cuisine do the Homemade Paleo Protein Bars belong to?
156,"What is the diet type of the Chicken Sausage, Mashed Potatoes, and Baby Broccoli recipe?"
156,"Can you tell me the cuisine type of the recipe that includes Chicken Sausage, Mashed Potatoes, and Baby Broccoli?"
156,"How much protein is present in the Chicken Sausage, Mashed Potatoes, and Baby Broccoli recipe?"
156,"What are the total carbohydrates in the Chicken Sausage, Mashed Potatoes, and Baby Broccoli dish?"
156,"What amount of fat is included in the Chicken Sausage, Mashed Potatoes, and Baby Broccoli recipe?"
157,"What are the macronutrient content details for the Paleo pepperoni pizza recipe, specifically protein, carbohydrates, and fat?"
157,Can you tell me if the Paleo pepperoni pizza fits into the Italian cuisine category?
157,How would the Paleo pepperoni pizza recipe align with the paleo diet requirements?
157,What is the carbohydrate content of the Paleo pepperoni pizza in this recipe?
157,How much protein does one serving of the Paleo pepperoni pizza provide?
158,What are the health benefits of the protein content in the No-Cook Black Bean Salad?
158,How do the carbohydrate levels in the No-Cook Black Bean Salad impact energy levels throughout the day?
158,What could be the potential fat sources in the No-Cook Black Bean Salad and are they healthy?
158,How can this vegan American-style No-Cook Black Bean Salad be balanced to suit a low-carb diet?
158,Would this recipe be appropriate for someone trying to increase their protein intake in a vegan diet?
159,What are some easy vegan wrap recipes that include brown rice?
159,How much protein is in the Easy Brown Rice & Veggie Wrap recipe?
159,Can you share a Chinese cuisine recipe that is also vegan?
159,What is the carbohydrate content in a vegan wrap with brown rice and veggies?
159,What are the fat content details for the Easy Brown Rice & Veggie Wrap?
160,What is the primary source of protein in the Seitan & black bean stir-fry?
160,Could you tell me the total carbohydrate content in the Seitan & black bean stir-fry?
160,How much fat is in the Seitan & black bean stir-fry dish?
160,Does the Seitan & black bean stir-fry recipe align with a vegan diet?
160,What type of cuisine is the Seitan & black bean stir-fry associated with?
161,"What are the nutritional values, like protein content, for the Vegan Chocolate-Dipped Frozen Banana Bites?"
161,Are the Vegan Chocolate-Dipped Frozen Banana Bites suitable for someone following a vegan diet?
161,Can you tell me the cuisine type for the Vegan Chocolate-Dipped Frozen Banana Bites?
161,How many grams of fat do the Vegan Chocolate-Dipped Frozen Banana Bites contain?
161,What kind of dessert would the Vegan Chocolate-Dipped Frozen Banana Bites be classified as in terms of its cuisine type?
162,What is the carbohydrate content in the Vegan Pumpkin Pie Cheesecake recipe?
162,Can you tell me the amount of protein present in the Vegan Pumpkin Pie Cheesecake?
162,How much fat does the Vegan Pumpkin Pie Cheesecake contain?
162,Is the Vegan Pumpkin Pie Cheesecake classified under any specific cuisine?
162,Could you confirm if the Vegan Pumpkin Pie Cheesecake recipe is suitable for a vegan diet?
163,What are the key ingredients in the Vegan Fluffy Buttercream Frosting recipe?
163,"How does the nutritional profile of the Vegan Fluffy Buttercream Frosting compare in terms of protein, carbohydrates, and fat content?"
163,Is the Vegan Fluffy Buttercream Frosting suitable for a low-carb diet considering its carbohydrate content?
163,Can you provide a comparison of fat content in the Vegan Fluffy Buttercream Frosting to a typical non-vegan buttercream?
163,Does the Vegan Fluffy Buttercream Frosting recipe include any protein-rich ingredients?
164,What is the fat content in the Roasted Vegan Cauliflower Soup with Parsley-Chive Swirl?
164,Can you tell me how many grams of protein are in the vegan cauliflower soup?
164,I am looking for an American cuisine vegan dish; does this recipe fit?
164,How many carbohydrates are in the Roasted Vegan Cauliflower Soup?
164,Is the Roasted Cauliflower Soup vegan-friendly based on its ingredients?
165,"What are the protein, carbohydrate, and fat content of the Citrus Lime Tofu Salad recipe?"
165,Can you tell me if the Citrus Lime Tofu Salad recipe fits a vegan diet?
165,How many grams of protein does the Citrus Lime Tofu Salad contain?
165,Is the Citrus Lime Tofu Salad considered an Asian recipe?
165,What is the carbohydrate content of the Citrus Lime Tofu Salad?
166,What is the source of protein in the vegan tiffin recipe?
166,How does the fat content in this vegan tiffin compare to other vegan desserts?
166,Can you suggest a vegan alternative if I need to reduce the carb content in this dish?
166,Is this vegan tiffin suitable for a high-protein diet?
166,Could you tell me if this recipe aligns with typical American vegan cuisine?
167,What is the amount of protein in the Vegan Sweet Potato Malai Kofta recipe?
167,Can you tell me how many carbohydrates are in the Vegan Sweet Potato Malai Kofta dish?
167,I would like to know the fat content in the Vegan Sweet Potato Malai Kofta recipe.
167,Is the Vegan Sweet Potato Malai Kofta dish suitable for a vegan diet?
167,Which cuisine does the Vegan Sweet Potato Malai Kofta recipe belong to?
168,"What is the protein content of the Roast Chicken Dinner Potato Chips with Mushrooms, Lemon, and Thyme recipe?"
168,How many carbohydrates are in the French cuisine Roast Chicken Dinner Potato Chips recipe?
168,"Can you tell me the fat content of the Roast Chicken Dinner Potato Chips with Mushrooms, Lemon, and Thyme?"
168,"Is the Roast Chicken Dinner Potato Chips with Mushrooms, Lemon, and Thyme recipe suitable for a vegan diet?"
168,"What type of cuisine does the Roast Chicken Dinner Potato Chips with Mushrooms, Lemon, and Thyme recipe belong to?"
169,What is the protein content in the Hearty Vegan Polenta and Kale Soup with Miso and Toasted Sesame Oil recipe?
169,Can you tell me the amount of carbohydrates in the vegan Polenta and Kale Soup with Miso and Toasted Sesame Oil?
169,How much fat does the Hearty Vegan Polenta and Kale Soup with Miso and Toasted Sesame Oil contain?
169,What type of cuisine is the Hearty Vegan Polenta and Kale Soup with Miso and Toasted Sesame Oil recipe from?
169,Is the Hearty Vegan Polenta and Kale Soup with Miso and Toasted Sesame Oil suitable for a vegan diet?
170,"What are the nutritional details of The Ultimate Raw Taco vegan recipe, specifically the protein, carbs, and fat content?"
170,Can you tell me more about the cuisine type and diet type of the recipe called The Ultimate Raw Taco?
170,How much protein does the vegan recipe The Ultimate Raw Taco provide?
170,What is the carbohydrate content in the Mexican recipe named The Ultimate Raw Taco?
170,"I am curious about the amount of fat in the vegan Mexican recipe, The Ultimate Raw Taco. Can you provide that information?"
171,"What type of diet does the Roasted Garlic, White Bean & Kale Pizz'alad recipe cater to and is it suitable for someone following a vegan lifestyle?"
171,"Could you tell me what the primary protein source is in the Roasted Garlic, White Bean & Kale Pizz'alad?"
171,"I'd like to know the total carbohydrate content in the Roasted Garlic, White Bean & Kale Pizz'alad. Could you provide that information?"
171,"Can you give me a breakdown of the fat content for the Roasted Garlic, White Bean & Kale Pizz'alad recipe?"
171,"Is the Roasted Garlic, White Bean & Kale Pizz'alad recipe considered part of Italian cuisine?"
172,What are suitable side dishes to pair with a spice-crusted tofu for a complete vegan meal?
172,Can you suggest a substitution for kumquats in this spice-crusted tofu recipe if they are not available?
172,What are the primary health benefits of including radishes in a salad with a tofu-based dish?
172,Is this spice-crusted tofu with kumquat radish salad a good option for someone looking to increase their protein intake?
172,How can I adjust the spice levels in the spice-crusted tofu recipe to make it milder or spicier?
173,What are some good vegan salad options that are high in protein?
173,"Could you recommend a vegan American cuisine recipe with a balance of protein, carbs, and fats?"
173,How many grams of protein are in a vegan bacon ranch salad?
173,What is the fat content in the vegan bacon ranch salad recipe?
173,Can you tell me about the carbohydrate content in a vegan version of a bacon ranch salad?
174,How much protein is in the Golden beet hummus recipe?
174,What type of diet does the Golden beet hummus fit into?
174,Could you tell me the total grams of carbohydrates in the Golden beet hummus?
174,Which cuisine is the Golden beet hummus recipe associated with?
174,Can you provide the amount of fat in the Golden beet hummus recipe?
175,What are the main nutritional components of the Raw Vegan Zoodles with Romesco?
175,How many grams of protein can I expect from the Raw Vegan Zoodles with Romesco recipe?
175,Are there a lot of carbohydrates in the Raw Vegan Zoodles with Romesco dish?
175,Is the vegan recipe for Zoodles with Romesco high in fat?
175,Can you tell me if the Raw Vegan Zoodles with Romesco is suitable for an American cuisine diet?
176,What are the key ingredients in the Vegan Cheese Enchiladas recipe?
176,"Can you tell me the nutritional content, including protein, carbs, and fat, of the Vegan Cheese Enchiladas?"
176,Is the Vegan Cheese Enchiladas recipe suitable for someone following a vegan diet?
176,How does the American cuisine influence the flavor profile of the Vegan Cheese Enchiladas?
176,Are there any alternative recipes with less carbohydrates compared to the Vegan Cheese Enchiladas?
177,"What are the main ingredients used in the Crispy Fried Spinach with Tomato, Onion, Tamarind, and Yogurt Recipe?"
177,"How many grams of protein can I get from the Crispy Fried Spinach with Tomato, Onion, Tamarind, and Yogurt Recipe?"
177,"Can you tell me how many carbohydrates are present in the Crispy Fried Spinach with Tomato, Onion, Tamarind, and Yogurt Recipe?"
177,"Is the Crispy Fried Spinach with Tomato, Onion, Tamarind, and Yogurt Recipe suitable for a vegan diet?"
177,"Could you provide information on the amount of fat in the Crispy Fried Spinach with Tomato, Onion, Tamarind, and Yogurt Recipe?"
178,What are some tips for making a vegan cherry pie?
178,How can I ensure my vegan cherry pie has a good balance of flavors?
178,What are the nutritional benefits of a vegan cherry pie?
178,How can I reduce the carbs in a vegan cherry pie recipe?
178,Could you suggest an alternative recipe for vegan cherry pie with less fat content?
179,What is the main type of cuisine for the Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt recipe?
179,Could you tell me the protein content of the Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt?
179,Is the recipe for Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt suitable for a vegan diet?
179,How many grams of carbohydrates are in the Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt?
179,What is the total fat content in the Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt?
180,"What is the protein content in the Vegan Quinoa, Broccoli, and Kale Curry recipe?"
180,"How many carbohydrates are in the Vegan Quinoa, Broccoli, and Kale Curry recipe?"
180,"Could you tell me the amount of fat present in the Vegan Quinoa, Broccoli, and Kale Curry recipe?"
180,"Is the Vegan Quinoa, Broccoli, and Kale Curry recipe suitable for a vegan diet?"
180,"What type of cuisine is the Vegan Quinoa, Broccoli, and Kale Curry recipe categorized under?"
181,What is the protein content in the Vegan Gravy recipe?
181,Can you tell me the carbohydrate content of the Vegan Gravy?
181,How much fat is included in the Vegan Gravy recipe?
181,Is the Vegan Gravy part of a particular cuisine?
181,Does the Vegan Gravy recipe adhere to any specific diet type?
182,What are some vegan alternatives I can use to make S'mores?
182,How many grams of protein are in the Vegan S'mores recipe?
182,Can you tell me the total carbohydrate content in the Vegan S'mores?
182,What is the amount of fat in the Vegan S'mores recipe?
182,Is the Vegan S'mores recipe considered American cuisine?
183,What is the total carb content in the Vegan Sweet Potato Casserole?
183,Does the Vegan Sweet Potato Casserole fit within a vegan diet?
183,Can you tell me the amount of protein in the Vegan Sweet Potato Casserole?
183,How much fat does the Vegan Sweet Potato Casserole have?
183,What type of cuisine is the Vegan Sweet Potato Casserole considered?
184,What is the total protein content in the Burgers with Chunky Grilled Vegetables recipe?
184,How many grams of carbohydrates are in the Burgers with Chunky Grilled Vegetables?
184,Can you tell me the fat content of the Burgers with Chunky Grilled Vegetables?
184,Is the Burgers with Chunky Grilled Vegetables recipe suitable for a vegan diet?
184,Which cuisine does the Burgers with Chunky Grilled Vegetables belong to?
185,What is the protein content in the Baby Bok Choy Salad with Mama O's Kimchi Paste?
185,Could you tell me the carbohydrate content of the Baby Bok Choy Salad made with Mama O's Kimchi Paste?
185,How much fat is present in the Baby Bok Choy Salad that includes Mama O's Kimchi Paste?
185,Is the Baby Bok Choy Salad with Mama O's Kimchi Paste suitable for a vegan diet?
185,What type of cuisine does the Baby Bok Choy Salad with Mama O's Kimchi Paste belong to?
186,What are some vegan alternatives to chicken in the Mediterranean-style crêpes recipe?
186,How does the protein content in this crêpe recipe compare to other vegan dishes?
186,Are morels a common component in vegan Mediterranean cuisine?
186,What could be a lower fat alternative to make this vegan crêpes recipe healthier?
186,How can I balance the carbs and protein in this vegan Mediterranean crêpes dish?
187,What are the main ingredients in the Moroccan Pumpkin and Chickpea Stew recipe?
187,How many grams of protein are there in the Moroccan Pumpkin and Chickpea Stew?
187,Does the Moroccan Pumpkin and Chickpea Stew fit a vegan diet?
187,What is the carbohydrate content in the Moroccan Pumpkin and Chickpea Stew?
187,Is the Moroccan Pumpkin and Chickpea Stew high in fat?
188,What are the main ingredients used in the vegan fry-up recipe?
188,Can you tell me the total caloric content of the vegan fry-up?
188,How long does it take to prepare the vegan fry-up?
188,Is the vegan fry-up suitable for someone following a gluten-free diet?
188,What are some suggested side dishes to serve with the vegan fry-up?
189,"What are the nutritional contents of the Big Quesadillas with Refried Beans, Spinach, and Avocado?"
189,"Can you tell me if the Big Quesadillas with Refried Beans, Spinach, and Avocado recipe is suitable for a vegan diet?"
189,"How many grams of protein are in the Big Quesadillas with Refried Beans, Spinach, and Avocado?"
189,"Does the Big Quesadillas with Refried Beans, Spinach, and Avocado recipe have a high carbohydrate content?"
189,"Is the Big Quesadillas with Refried Beans, Spinach, and Avocado considered a Mexican dish?"
190,What is the protein content in the Vegan Kale Caesar Salad recipe?
190,How many grams of carbohydrates are present in the Vegan Kale Caesar Salad?
190,Is the Vegan Kale Caesar Salad suitable for a vegan diet?
190,Can you tell me the total fat content in the Vegan Kale Caesar Salad?
190,What type of cuisine does the Vegan Kale Caesar Salad belong to?
191,What ingredients are used in the Refried Black Beans and Walnut Meat Tacos to make them suitable for a vegan diet?
191,How many grams of protein are in the Refried Black Beans and Walnut Meat Tacos?
191,Can you tell me the total carbohydrate content in the Refried Black Beans and Walnut Meat Tacos?
191,What type of cuisine do the Refried Black Beans and Walnut Meat Tacos belong to?
191,How much fat is included in the Refried Black Beans and Walnut Meat Tacos recipe?
192,"What are some key ingredients in the Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper vegan recipe?"
192,"Can you tell me the type of cuisine for the Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper recipe?"
192,"How much protein does the vegan Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper recipe contain?"
192,"What is the total amount of carbohydrates in the Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper recipe?"
192,"Could you please provide the fat content for the Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper vegan dish?"
193,"Could you please let me know the protein content in the Potato, Asparagus & Mushroom Hash recipe?"
193,"I would like to know how many carbs are in the Potato, Asparagus & Mushroom Hash that is listed as a vegan recipe."
193,"What is the total fat content in the American cuisine dish called Potato, Asparagus & Mushroom Hash?"
193,"Can you tell me if the Potato, Asparagus & Mushroom Hash fits a vegan diet according to the recipe provided?"
193,"I am interested in the Potato, Asparagus & Mushroom Hash recipe; can you inform me about its macronutrient distribution in terms of protein, carbs, and fat?"
194,What is the protein content in the Broccoli Slaw with Mustard Vinaigrette recipe?
194,Can you specify the amount of carbohydrates in the American vegan dish named Broccoli Slaw with Mustard Vinaigrette?
194,How much fat is included in the Broccoli Slaw with Mustard Vinaigrette vegan recipe?
194,Is the Broccoli Slaw with Mustard Vinaigrette considered a high-carb meal?
194,Could you tell me if the Broccoli Slaw with Mustard Vinaigrette is suitable for a vegan diet?
195,What is the main source of protein in the Mushroom Beet Black Bean Burger recipe?
195,How many carbohydrates are there in the Mushroom Beet Black Bean Burger?
195,Is the Mushroom Beet Black Bean Burger considered a low-fat dish?
195,Does the Mushroom Beet Black Bean Burger recipe fit a vegan diet?
195,What type of cuisine does the Mushroom Beet Black Bean Burger belong to?
196,What ingredients are typically used to make a vegan creamy coleslaw?
196,How can I reduce the fat content in a vegan creamy coleslaw?
196,Is the protein content in a vegan creamy coleslaw adequate for a balanced vegan diet?
196,What are some ways to add more protein to a vegan creamy coleslaw?
196,How many calories would a serving of vegan creamy coleslaw typically contain?
197,How many grams of protein does the Smoked Cauliflower Soup contain?
197,What is the total carbohydrate content in the Smoked Cauliflower Soup recipe?
197,Can you tell me the amount of fat in the Smoked Cauliflower Soup?
197,What diet type does the Smoked Cauliflower Soup fall under?
197,Which cuisine is the Smoked Cauliflower Soup associated with?
198,What are some common ingredients in Mediterranean vegan recipes like Baby Artichokes with Lemon and Olive Oil?
198,How many grams of protein are in the Baby Artichokes with Lemon and Olive Oil dish?
198,What is the carbohydrate content in the Baby Artichokes with Lemon and Olive Oil recipe?
198,Can you tell me the amount of fat present in the Baby Artichokes with Lemon and Olive Oil meal?
198,Is Baby Artichokes with Lemon and Olive Oil a high-protein option for a vegan diet?
199,How many grams of protein are in the Vegan Chocolate Frosting recipe?
199,What is the carbohydrate content for the Vegan Chocolate Frosting recipe?
199,How much fat does the Vegan Chocolate Frosting recipe contain?
199,Can you tell me if the Vegan Chocolate Frosting recipe is suitable for a vegan diet?
199,What type of cuisine is the Vegan Chocolate Frosting recipe classified under?
